member_id,risk_score,risk_level,risk_escalated,financial_risk,data_quality_risk,duplicate_risk,interest_risk,max_duplicate_similarity,flagged_duplicate_pair,anomaly_reasons,ensemble_score,anomaly_votes,state,mp_name,constituency,allocated_amount,benchmark_amount,deviation_from_benchmark_pct,paise_component,amount_missing,name_quality_score,risk_factors,recommended_actions,lofo_attribution
278,0.8,LOW,False,2.0,0.0,0.0,0.0,0.0,False,[],0.0332,0,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
279,5.6,LOW,False,0.8,12.0,11.4,0.0,0.2855,False,[],0.0129,0,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
280,29.7,MEDIUM,False,50.0,12.0,8.9,33.1,0.2226,False,"['Non-round allocation (₹75.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.25)']",0.2529,2,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,147000000.0,21.327512755102052,75.0,False,0.75,"[{'factor': 'Allocation 21% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹17.84 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 5.0, 'support': '₹75.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0309, 'log_amount': -0.0261, 'excess_over_benchmark_cr': -0.0072, 'shortfall_ratio': -0.0241, 'paise_component': 0.106, 'state_deviation_pct': -0.0229, 'state_percentile': -0.0413, 'amount_missing_ind': -0.0345, 'name_quality_score': -0.0463}"
281,29.7,MEDIUM,False,50.0,12.0,9.7,32.0,0.2436,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.144,1,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,147000000.0,13.661837489795925,11.0,False,0.75,"[{'factor': 'Allocation 14% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.71 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0186, 'log_amount': -0.0133, 'excess_over_benchmark_cr': 0.002, 'shortfall_ratio': -0.0168, 'paise_component': -0.0419, 'state_deviation_pct': -0.0001, 'state_percentile': 0.0126, 'amount_missing_ind': 0.0017, 'name_quality_score': -0.0035}"
282,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
283,4.8,LOW,False,0.3,12.0,8.5,0.0,0.2136,False,[],0.0057,0,Haryana,MANOHAR LAL,KARNAL,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
284,5.1,LOW,False,0.0,12.0,10.3,0.0,0.2585,False,[],0.0,0,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
285,5.1,LOW,False,0.0,12.0,10.3,0.0,0.2585,False,[],0.0,0,West Bengal,MANOJ TIGGA,ALIPURDUARS(ST),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
286,38.1,MEDIUM,False,90.0,0.0,10.3,0.0,0.2567,False,"['Allocation is 54% above the ₹14.7 cr full-entitlement benchmark', '2/3 anomaly methods agree (ensemble score 0.39)']",0.393,2,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0,147000000.0,53.6352775510204,0.0,False,1.0,"[{'factor': 'Allocation 54% above entitlement benchmark', 'contribution_points': 36.0, 'support': '₹22.58 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}]",['Review sanction ledger for carry-forward/unspent balances explaining the excess'],"{'benchmark_ratio': 0.0013, 'log_amount': 0.0189, 'excess_over_benchmark_cr': 0.0753, 'shortfall_ratio': 0.0229, 'paise_component': -0.0226, 'state_deviation_pct': 0.0006, 'state_percentile': 0.0135, 'amount_missing_ind': 0.0211, 'name_quality_score': 0.0469}"
287,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False,[],0.0179,0,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
288,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False,[],0.0148,0,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
289,25.0,LOW,False,50.0,0.0,0.0,33.2,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.2015,1,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,147000000.0,21.735698714285732,11.0,False,1.0,"[{'factor': 'Allocation 22% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹17.90 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 5.0, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0147, 'log_amount': -0.0066, 'excess_over_benchmark_cr': 0.0159, 'shortfall_ratio': -0.0376, 'paise_component': -0.0722, 'state_deviation_pct': -0.024, 'state_percentile': -0.007, 'amount_missing_ind': -0.0072, 'name_quality_score': 0.0101}"
290,6.3,LOW,False,0.0,12.0,16.7,0.0,0.4163,False,[],0.0,0,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
291,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False,[],0.0179,0,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
292,12.0,LOW,False,30.0,0.0,0.0,0.0,0.0,False,['2/3 anomaly methods agree (ensemble score 0.17)'],0.1722,2,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,147000000.0,9.601729251700686,0.0,False,1.0,"[{'factor': 'Allocation 10% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹16.11 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}]",['No investigative action indicated by current signals'],{}
293,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0004,0,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
294,36.2,MEDIUM,False,70.0,12.0,0.0,34.9,0.0,False,"['Allocation is 33% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹70.00 paise component) suggests interest-bearing balance accrual', '2/3 anomaly methods agree (ensemble score 0.29)']",0.2899,2,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,147000000.0,33.07047734693877,70.0,False,0.75,"[{'factor': 'Allocation 33% above entitlement benchmark', 'contribution_points': 28.0, 'support': '₹19.56 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 5.2, 'support': '₹70.00 paise part implies interest-bearing balance accrual'}]","['Review sanction ledger for carry-forward/unspent balances explaining the excess', 'Reconcile interest accrual on unspent balance with agency bank statements']","{'benchmark_ratio': -0.0178, 'log_amount': -0.0068, 'excess_over_benchmark_cr': 0.0217, 'shortfall_ratio': 0.0159, 'paise_component': 0.1168, 'state_deviation_pct': -0.0273, 'state_percentile': -0.0395, 'amount_missing_ind': -0.0174, 'name_quality_score': -0.034}"
295,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False,[],0.015,0,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0,147000000.0,0.0,0.0,False,0.85,[],['No investigative action indicated by current signals'],{}
296,15.0,LOW,False,30.0,12.0,0.0,0.0,0.0,False,[],0.1321,1,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,147000000.0,8.751731972789113,0.0,False,0.85,"[{'factor': 'Allocation 9% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.99 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}]",['No investigative action indicated by current signals'],{}
297,19.6,LOW,False,30.0,12.0,0.0,30.7,0.0,False,['Non-round allocation (₹41.00 paise component) suggests interest-bearing balance accrual'],0.1608,1,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,147000000.0,4.722762183673468,41.0,False,0.75,"[{'factor': 'Allocation 5% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.39 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹41.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
298,0.4,LOW,False,0.9,0.0,0.0,0.0,0.0,False,[],0.0151,0,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
299,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False,[],0.0034,0,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
300,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
301,3.6,LOW,False,1.4,12.0,0.0,0.0,0.0,False,[],0.0238,0,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
302,6.0,LOW,False,0.1,12.0,15.0,0.0,0.3742,False,[],0.0014,0,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
303,10.8,LOW,False,4.0,12.0,8.6,30.1,0.2154,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0664,1,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,147000000.0,0.3836442925170269,11.0,False,0.75,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
304,9.0,LOW,False,3.8,12.0,0.0,30.0,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0632,1,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,147000000.0,0.24768510884354278,11.0,False,0.75,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
305,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0004,0,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
306,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False,[],0.0014,0,Maharashtra,NARAYAN TATU RANE,RATNAGIRI-SINDHUDURG,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
307,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0004,0,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
308,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False,[],0.0014,0,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
309,3.1,LOW,False,0.3,12.0,0.0,0.0,0.0,False,[],0.0057,0,Haryana,NAVEEN JINDAL,KURUKSHETRA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
310,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0004,0,Uttar Pradesh,NEERAJ MAURYA,AONLA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
311,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False,[],0.0014,0,Maharashtra,NILESH DNYANDEV LANKE,AHMEDNAGAR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
312,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False,[],0.0034,0,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,BHAVNAGAR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
313,2.4,LOW,False,1.5,0.0,9.2,0.0,0.2288,False,[],0.0247,0,Jharkhand,Nishikant Dubey,GODDA,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
314,24.8,LOW,False,50.0,0.0,0.0,32.1,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1563,1,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,147000000.0,14.418425925170087,11.0,False,1.0,"[{'factor': 'Allocation 14% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.82 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0201, 'log_amount': -0.0205, 'excess_over_benchmark_cr': 0.0039, 'shortfall_ratio': -0.0138, 'paise_component': -0.0422, 'state_deviation_pct': -0.0122, 'state_percentile': -0.0155, 'amount_missing_ind': -0.0141, 'name_quality_score': 0.0378}"
315,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False,[],0.0135,0,Bihar,Nityanand Rai,UJJARPUR,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
316,24.8,LOW,False,50.0,0.0,0.0,31.7,0.0,False,['Non-round allocation (₹60.00 paise component) suggests interest-bearing balance accrual'],0.1931,1,Rajasthan,Om Birla,KOTA,163906956.6,147000000.0,11.501331020408156,60.0,False,1.0,"[{'factor': 'Allocation 12% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.39 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹60.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0499, 'log_amount': -0.046, 'excess_over_benchmark_cr': -0.0244, 'shortfall_ratio': 0.0025, 'paise_component': 0.1134, 'state_deviation_pct': -0.0507, 'state_percentile': -0.0456, 'amount_missing_ind': -0.026, 'name_quality_score': 0.0214}"
317,33.1,MEDIUM,False,70.0,0.0,0.0,33.8,0.0,False,"['Allocation is 26% above the ₹14.7 cr full-entitlement benchmark', 'Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual']",0.23,1,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,147000000.0,25.686067421768712,11.0,False,1.0,"[{'factor': 'Allocation 26% above entitlement benchmark', 'contribution_points': 28.0, 'support': '₹18.48 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 5.1, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]","['Review sanction ledger for carry-forward/unspent balances explaining the excess', 'Reconcile interest accrual on unspent balance with agency bank statements']","{'benchmark_ratio': -0.0116, 'log_amount': -0.002, 'excess_over_benchmark_cr': 0.0153, 'shortfall_ratio': 0.0058, 'paise_component': -0.0323, 'state_deviation_pct': 0.0153, 'state_percentile': 0.0054, 'amount_missing_ind': 0.007, 'name_quality_score': 0.0552}"
318,18.5,LOW,False,30.0,0.0,9.0,31.3,0.2251,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.129,1,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,147000000.0,8.840619802721106,11.0,False,1.0,"[{'factor': 'Allocation 9% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹16.00 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.7, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
319,0.4,LOW,False,0.9,0.0,0.0,0.0,0.0,False,[],0.0151,0,Uttar Pradesh,Pankaj Chowdhary,MAHARAJGANJ_UP,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
320,9.8,LOW,False,5.8,12.0,0.0,30.1,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0965,1,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,147000000.0,0.8844606190476334,11.0,False,0.75,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
321,3.1,LOW,False,0.2,12.0,0.0,0.0,0.0,False,[],0.0034,0,Gujarat,PARSHOTTAMBHAI RUPALA,RAJKOT,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
322,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0,0,West Bengal,PARTHA BHOWMICK,BARRACKPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
323,24.8,LOW,False,50.0,0.0,0.0,32.1,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.1592,1,Karnataka,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,167541747.11,147000000.0,13.973977625850353,11.0,False,1.0,"[{'factor': 'Allocation 14% above entitlement benchmark', 'contribution_points': 20.0, 'support': '₹16.75 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.8, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],"{'benchmark_ratio': -0.0382, 'log_amount': -0.0304, 'excess_over_benchmark_cr': -0.007, 'shortfall_ratio': -0.0213, 'paise_component': -0.0383, 'state_deviation_pct': -0.0245, 'state_percentile': -0.0035, 'amount_missing_ind': -0.0096, 'name_quality_score': 0.0388}"
324,39.0,MEDIUM,False,90.0,12.0,0.0,0.0,0.0,False,"['Allocation is 67% above the ₹14.7 cr full-entitlement benchmark', '2/3 anomaly methods agree (ensemble score 0.42)']",0.4216,2,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,DAMAN and DIU,245063957.0,147000000.0,66.71017482993197,0.0,False,0.75,"[{'factor': 'Allocation 67% above entitlement benchmark', 'contribution_points': 36.0, 'support': '₹24.51 cr vs benchmark ₹14.7 cr (2/3 methods agree)'}]",['Review sanction ledger for carry-forward/unspent balances explaining the excess'],"{'benchmark_ratio': 0.0484, 'log_amount': 0.0522, 'excess_over_benchmark_cr': 0.0961, 'shortfall_ratio': 0.0038, 'paise_component': -0.0125, 'state_deviation_pct': -0.0317, 'state_percentile': -0.0103, 'amount_missing_ind': 0.0129, 'name_quality_score': 0.0014}"
325,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0,0,West Bengal,PATHAN YUSUF,BAHARAMPUR,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
326,4.9,LOW,False,0.5,12.0,8.7,0.0,0.2182,False,[],0.0083,0,Assam,PHANI BHUSAN CHOUDHURY,BARPETA,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
327,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False,[],0.0159,0,Maharashtra,Piyush Vedprakash Goyal,MUMBAI NORTH,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
328,5.9,LOW,False,7.3,12.0,0.0,0.0,0.0,False,[],0.1221,1,Andhra Pradesh,PRABHAKAR REDDY VEMIREDDY,NELLORE(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
329,0.4,LOW,False,1.1,0.0,0.0,0.0,0.0,False,[],0.0179,0,Gujarat,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
330,0.6,LOW,False,1.5,0.0,0.0,0.0,0.0,False,[],0.0253,0,Assam,Pradan Baruah,LAKHIMPUR,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
331,3.0,LOW,False,0.8,0.0,13.2,0.0,0.3309,False,[],0.0135,0,Bihar,Pradeep Kumar Singh,ARARIA,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
332,5.2,LOW,False,0.8,12.0,9.2,0.0,0.2311,False,[],0.0128,0,Odisha,PRADEEP PUROHIT,BARGARH,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
333,14.0,LOW,False,35.0,0.0,0.0,0.0,0.0,False,"['Allocation is 33% below the full-entitlement benchmark (possible pro-rated term — verify membership dates)', '3/3 anomaly methods agree (ensemble score 0.55)']",0.5462,3,Assam,Pradyut Bordoloi,NOWGONG,98000000.0,147000000.0,-33.333333333333336,0.0,False,1.0,"[{'factor': 'Allocation 33% below entitlement benchmark', 'contribution_points': 14.0, 'support': '₹9.80 cr vs benchmark ₹14.7 cr (3/3 methods agree)'}]",['Verify membership start date (by-election / replaced member) to confirm pro-rating'],{}
334,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False,[],0.014,0,Karnataka,Pralhad Venkatesh Joshi,DHARWAD,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
335,3.0,LOW,False,0.1,12.0,0.0,0.0,0.0,False,[],0.0014,0,Maharashtra,PRANITI SUSHILKUMAR SHINDE,SOLAPUR(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
336,3.7,LOW,False,0.8,0.0,16.8,0.0,0.4211,False,[],0.0132,0,West Bengal,Prasun Banerjee,HOWRAH,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
337,6.4,LOW,False,4.8,0.0,0.0,30.0,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0803,1,Odisha,Pratap Chandra Sarangi,BALASORE,147064254.11,147000000.0,0.04371027891156842,11.0,False,1.0,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
338,0.4,LOW,False,1.0,0.0,0.0,0.0,0.0,False,[],0.0159,0,Maharashtra,Prataprao Jadhav,BULDHANA,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
339,0.3,LOW,False,0.8,0.0,0.0,0.0,0.0,False,[],0.0132,0,West Bengal,Pratima Mondal,JOYNAGAR(SC),147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
340,3.6,LOW,False,3.9,0.0,10.1,0.0,0.2532,False,[],0.065,1,Delhi,Praveen Khandelwal,CHANDINI CHOWK,147470276.0,147000000.0,0.3199156462585062,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
341,21.6,LOW,False,30.0,12.0,10.1,30.5,0.2532,False,['Non-round allocation (₹9.00 paise component) suggests interest-bearing balance accrual'],0.0953,1,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,147000000.0,3.1019619659863995,9.0,False,0.75,"[{'factor': 'Allocation 3% above entitlement benchmark', 'contribution_points': 12.0, 'support': '₹15.16 cr vs benchmark ₹14.7 cr (1/3 methods agree)'}, {'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.6, 'support': '₹9.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
342,6.0,LOW,False,0.0,12.0,14.8,0.0,0.369,False,[],0.0004,0,Uttar Pradesh,PRIYA SAROJ,MACHHLISHAHR(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
343,8.6,LOW,False,21.4,0.0,0.0,0.0,0.0,False,"['Allocation is 17% below the full-entitlement benchmark (possible pro-rated term — verify membership dates)', '3/3 anomaly methods agree (ensemble score 0.36)']",0.3566,3,Kerala,Priyanka Gandhi Vadra,WAYANAD,122500000.0,147000000.0,-16.666666666666664,0.0,False,1.0,"[{'factor': 'Allocation 17% below entitlement benchmark', 'contribution_points': 8.6, 'support': '₹12.25 cr vs benchmark ₹14.7 cr (3/3 methods agree)'}]",['No investigative action indicated by current signals'],{}
344,3.0,LOW,False,0.0,12.0,0.0,0.0,0.0,False,[],0.0001,0,Karnataka,PRIYANKA SATISH JARKIHOLI,CHIKKODI,147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
345,3.4,LOW,False,0.9,12.0,0.0,0.0,0.0,False,[],0.0143,0,West Bengal,Prof Sougata Ray,DUM DUM,147000000.0,147000000.0,0.0,0.0,False,0.85,[],['No investigative action indicated by current signals'],{}
346,5.5,LOW,False,1.0,12.0,10.7,0.0,0.2674,False,[],0.016,0,Uttar Pradesh,Prof SP Singh Baghel,AGRA(SC),147000000.0,147000000.0,0.0,0.0,False,0.85,[],['No investigative action indicated by current signals'],{}
347,6.0,LOW,False,0.0,12.0,14.8,0.0,0.369,False,[],0.0004,0,Uttar Pradesh,PUSHPENDRA SAROJ,KAUSHAMBI(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
348,2.8,LOW,False,7.1,0.0,0.0,0.0,0.0,False,[],0.1182,1,Andhra Pradesh,Putta Mahesh Kumar,ELURU,147000000.0,147000000.0,0.0,0.0,False,1.0,[],['No investigative action indicated by current signals'],{}
349,6.2,LOW,False,0.0,12.0,16.1,0.0,0.4028,False,[],0.0004,0,Uttar Pradesh,R.K. CHAUDHARY,MOHANLALGANJ(SC),147000000.0,147000000.0,0.0,0.0,False,0.75,[],['No investigative action indicated by current signals'],{}
350,8.9,LOW,False,3.4,12.0,0.0,30.0,0.0,False,['Non-round allocation (₹11.00 paise component) suggests interest-bearing balance accrual'],0.0561,1,Odisha,RABINDRA NARAYAN BEHERA,JAJPUR(SC),147064617.11,147000000.0,0.04395721768708505,11.0,False,0.75,"[{'factor': 'Non-round allocation (interest component)', 'contribution_points': 4.5, 'support': '₹11.00 paise part implies interest-bearing balance accrual'}]",['Reconcile interest accrual on unspent balance with agency bank statements'],{}
